"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT"
"RM12";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;"1"
"RM13";"ResDie";2021;NA;NA;-0,0686543755729874;NA;NA;"3"
"RM14";"ResDie";2021;NA;NA;1,1104139895757;NA;NA;"5"
"RM15";"ResDie";2021;NA;NA;0,26822230018378;NA;NA;"4"
"RM16";"ResDie";2021;NA;NA;0,26822230018378;NA;NA;"4"
"RM17";"ResDie";2021;NA;NA;2,121044016846;NA;NA;"5"
"RM18";"ResDie";2021;NA;NA;0,77353731381893;NA;NA;"4"
"RM19";"ResDie";2021;NA;NA;-0,742407727086521;NA;NA;"2"
"RM20";"ResDie";2021;NA;NA;-0,573969389208138;NA;NA;"2"
"RM21";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;"1"
"RM22";"ResDie";2021;NA;NA;-1,24772274072167;NA;NA;"1"
"RM23";"ResDie";2021;NA;NA;-0,237092713451371;NA;NA;"2"
"RM24";"ResDie";2021;NA;NA;-0,405531051329754;NA;NA;"2"
"RM25";"ResDie";2021;NA;NA;0,0997839623053961;NA;NA;"3"
"RM26";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;"1"
"RM27";"ResDie";2021;NA;NA;0,436660638062163;NA;NA;"4"
"RM28";"ResDie";2021;NA;NA;-1,41616107860006;NA;NA;"1"
"RM29";"ResDie";2021;NA;NA;-0,910846064964905;NA;NA;"1"
"RM30";"ResDie";2021;NA;NA;-0,0686543755729874;NA;NA;"3"
"RM31";"ResDie";2021;NA;NA;0,0997839623053961;NA;NA;"3"
"RM32";"ResDie";2021;NA;NA;1,78416734108923;NA;NA;"5"
